,Julian Day,Julian Day QC,Latitude,Longitude,Position QC,Pressure,Pressure QC,Temperature Adjusted,Temperature Adjusted QC,Temperature,Temperature QC,Salinity Adjusted,Salinity Adjusted QC,Salinity,Salinity QC,Oxygen,Oxygen QC,Nitrate,Nitrate QC,pH,pH QC,Yearday
3048,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1144.1400146484375,1.0,5.415652103374139,1.0,5.517000198364258,1.0,34.6270893895282,1.0,34.46200180053711,1.0,178.53863525390625,1.0,30.101442337036133,1.0,7.856290340423584,1.0,179.58320603565036
3049,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1194.8399658203125,1.0,4.985875684073924,1.0,5.088099956512451,1.0,34.623375925671375,1.0,34.45800018310547,1.0,175.1990509033203,1.0,31.035037994384766,1.0,7.8481926918029785,1.0,179.58320603565036
3050,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1245.93994140625,1.0,4.63732212596489,1.0,4.741099834442139,1.0,34.63172055716232,1.0,34.465999603271484,1.0,171.3888397216797,1.0,31.919677734375,1.0,7.8403730392456055,1.0,179.58320603565036
3051,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1295.0399169921875,1.0,4.419829740389717,1.0,4.526400089263916,1.0,34.6651852420943,1.0,34.499000549316406,1.0,164.1033172607422,1.0,32.530662536621094,1.0,7.832962512969971,1.0,179.58320603565036
3052,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1345.1400146484375,1.0,4.210741024772848,1.0,4.320000171661377,1.0,34.6875738097539,1.0,34.520999908447266,1.0,160.51380920410156,1.0,33.22663497924805,1.0,7.826973915100098,1.0,179.58320603565036
3053,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1385.739990234375,1.0,4.0650189914931545,1.0,4.176599979400635,1.0,34.70386746800213,1.0,34.5369987487793,1.0,158.4898223876953,1.0,33.448158264160156,1.0,7.824594974517822,1.0,179.58320603565036
3054,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1431.3399658203125,1.0,3.9027913175026687,1.0,4.016900062561035,1.0,34.721168933713905,1.0,34.55400085449219,1.0,157.06187438964844,1.0,33.81440734863281,1.0,7.822388172149658,1.0,179.58320603565036
3055,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1489.6400146484375,1.0,3.730832133753844,1.0,3.8485000133514404,1.0,34.74545922426035,1.0,34.577999114990234,1.0,155.78611755371094,1.0,33.78233337402344,1.0,7.821483135223389,1.0,179.58320603565036
3056,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1533.5399169921875,1.0,3.605100650901139,1.0,3.7253000736236572,1.0,34.75360800327024,1.0,34.58599853515625,1.0,156.1456298828125,1.0,33.95077133178711,1.0,7.822694778442383,1.0,179.58320603565036
3057,2019-06-29 13:59:49.001480192,1,-34.89,27.218,1,1567.1400146484375,1.0,3.506411559464434,1.0,3.6285998821258545,1.0,34.76974543418469,1.0,34.60200119018555,1.0,156.72845458984375,1.0,33.8242301940918,1.0,7.824830532073975,1.0,179.58320603565036
8196,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,10.99000072479248,1.0,3.6397067189412677,8.0,3.634000062942505,8.0,34.00064582050155,8.0,33.82435607910156,8.0,324.8946228027344,1.0,24.299575805664062,1.0,8.025639533996582,1.0,120.37429399239112
8200,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,17.040000915527344,1.0,3.641186304945577,8.0,3.6358728408813477,8.0,34.00117833338084,8.0,33.82500076293945,8.0,324.52880859375,1.0,24.436872482299805,1.0,8.02583122253418,1.0,120.37429399239112
8202,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,19.559999465942383,1.0,3.6421522874694476,8.0,3.63700008392334,8.0,34.00112170617173,8.0,33.82500076293945,8.0,324.42205810546875,1.0,24.389606475830078,1.0,8.02561092376709,1.0,120.37429399239112
8205,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,23.93000030517578,1.0,3.642109688789169,8.0,3.6372382640838623,8.0,34.00105662469536,8.0,33.82500076293945,8.0,324.4324645996094,1.0,24.34408950805664,1.0,8.024291038513184,1.0,120.37429399239112
8209,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,28.880001068115234,1.0,3.644553441348132,8.0,3.640000104904175,8.0,34.00100741640573,8.0,33.82500076293945,8.0,324.4091491699219,1.0,24.40492820739746,1.0,8.02500057220459,1.0,120.37429399239112
8212,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,33.05999755859375,1.0,3.6452838314792713,8.0,3.6410000324249268,8.0,34.00098549503382,8.0,33.82500076293945,8.0,324.3448486328125,1.0,24.392553329467773,1.0,8.025148391723633,1.0,120.37429399239112
8216,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,36.66999816894531,1.0,3.644750272028604,8.0,3.640700101852417,8.0,34.001005423910414,8.0,33.82500076293945,8.0,324.3232421875,1.0,24.40202522277832,1.0,8.023744583129883,1.0,120.37429399239112
8218,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,39.05999755859375,1.0,3.6443542792909676,8.0,3.640458822250366,8.0,34.00101100514555,8.0,33.82500076293945,8.0,324.28497314453125,1.0,24.26597023010254,1.0,8.0247163772583,1.0,120.37429399239112
8220,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,41.97999954223633,1.0,3.6465246519276384,8.0,3.642817974090576,8.0,34.00101554947967,8.0,33.82500076293945,8.0,324.1717529296875,1.0,24.327226638793945,1.0,8.025734901428223,1.0,120.37429399239112
8237,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,66.7300033569336,1.0,3.626080000940695,8.0,3.624000072479248,8.0,34.00311118109051,8.0,33.82699966430664,8.0,324.15667724609375,1.0,24.329490661621094,1.0,8.02333927154541,1.0,120.37429399239112
8255,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,94.2300033569336,1.0,3.5374019809583266,8.0,3.5371501445770264,8.0,34.009508458071764,8.0,33.833099365234375,8.0,323.52044677734375,1.0,24.512441635131836,1.0,8.023014068603516,1.0,120.37429399239112
8265,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,111.20999908447266,1.0,3.278715958778082,8.0,3.279639959335327,8.0,34.03078674663496,8.0,33.85403060913086,8.0,323.6540222167969,1.0,25.147680282592773,1.0,8.01809310913086,1.0,120.37429399239112
8277,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,131.09999084472656,1.0,3.162274310044235,8.0,3.1644599437713623,8.0,34.04006443414307,8.0,33.862998962402344,8.0,323.87115478515625,1.0,25.435697555541992,1.0,8.013912200927734,1.0,120.37429399239112
8289,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,150.9399871826172,1.0,2.9001720784560727,8.0,2.9035000801086426,8.0,34.05474885364445,8.0,33.87738037109375,8.0,325.825927734375,1.0,25.79701805114746,1.0,8.010645866394043,1.0,120.37429399239112
8295,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,161.09999084472656,1.0,2.5856463194476036,8.0,2.589479923248291,8.0,34.079055222903584,8.0,33.90146255493164,8.0,328.2608947753906,1.0,26.075119018554688,1.0,8.016340255737305,1.0,120.37429399239112
8312,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,189.0699920654297,1.0,2.3933861298226304,8.0,2.398979902267456,8.0,34.125006886291715,8.0,33.946895599365234,8.0,301.52447509765625,1.0,27.98955726623535,1.0,8.002385139465332,1.0,120.37429399239112
8331,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,221.9099884033203,1.0,2.3166218913181993,8.0,2.3247299194335938,8.0,34.21875340540143,8.0,34.03986740112305,8.0,275.8233947753906,1.0,30.385448455810547,1.0,7.93725061416626,1.0,120.37429399239112
8361,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,271.9100036621094,1.0,2.5244066054216736,8.0,2.536864995956421,8.0,34.338800304923936,8.0,34.15886688232422,8.0,241.95936584472656,1.0,32.301090240478516,1.0,7.904562950134277,1.0,120.37429399239112
8373,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,290.8999938964844,1.0,2.5112954247023507,8.0,2.5250000953674316,8.0,34.35450240732145,8.0,34.17435836791992,8.0,238.10728454589844,1.0,32.52470016479492,1.0,7.902411460876465,1.0,120.37429399239112
8379,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,301.6099853515625,1.0,2.5122558061816656,8.0,2.526705026626587,8.0,34.365560463520964,8.0,34.1852912902832,8.0,234.5402069091797,1.0,32.467926025390625,1.0,7.900179862976074,1.0,120.37429399239112
8397,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,331.72998046875,1.0,2.496993955065392,8.0,2.5134501457214355,8.0,34.39088057274211,8.0,34.210323333740234,8.0,227.82437133789062,1.0,33.06300354003906,1.0,7.890423774719238,1.0,120.37429399239112
8408,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,349.72998046875,1.0,2.4728223786063315,8.0,2.4905500411987305,8.0,34.41934046780641,8.0,34.238548278808594,8.0,221.13290405273438,1.0,33.509910583496094,1.0,7.886627197265625,1.0,120.37429399239112
8515,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,551.6900024414062,1.0,2.426132106631527,8.0,2.458245038986206,8.0,34.63111299017637,8.0,34.448509216308594,8.0,184.0089111328125,1.0,34.71201705932617,1.0,7.8512043952941895,1.0,120.37429399239112
8697,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,901.52001953125,1.0,2.0529992477851744,8.0,2.107340097427368,8.0,34.78921229041511,8.0,34.60499954223633,8.0,173.9477996826172,1.0,34.286094665527344,1.0,7.8403639793396,1.0,120.37429399239112
8744,2019-05-01 08:58:59.000942592,1,-51.355,30.208,1,1599.1900634765625,1.0,1.6450459185320834,1.0,1.746899962425232,1.0,34.92160397486645,1.0,34.736000061035156,1.0,200.02198791503906,1.0,30.65398597717285,1.0,7.907594203948975,1.0,120.37429399239112
8764,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,21.489999771118164,1.0,2.7337945948276285,8.0,2.7293577194213867,8.0,34.043831699300824,8.0,33.87845230102539,8.0,326.8402099609375,1.0,26.601478576660156,1.0,8.012929916381836,1.0,125.15969907861925
8768,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,27.55000114440918,1.0,2.6164316209129175,8.0,2.6124699115753174,8.0,34.05811195211205,8.0,33.892765045166016,8.0,327.9989013671875,1.0,26.84850311279297,1.0,8.014598846435547,1.0,125.15969907861925
8773,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,34.000003814697266,1.0,2.6225679863927605,8.0,2.618961811065674,8.0,34.05729650082241,8.0,33.891998291015625,8.0,328.0078430175781,1.0,26.777395248413086,1.0,8.012474060058594,1.0,125.15969907861925
8777,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,40.76000213623047,1.0,2.5791201223125575,8.0,2.575929880142212,8.0,34.06170114957105,8.0,33.89636993408203,8.0,328.4134521484375,1.0,26.763093948364258,1.0,8.011146545410156,1.0,125.15969907861925
8782,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,48.130001068115234,1.0,2.5793942426098164,8.0,2.5766148567199707,8.0,34.06135144222498,8.0,33.895999908447266,8.0,328.4278564453125,1.0,26.821744918823242,1.0,8.011454582214355,1.0,125.15969907861925
8786,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,55.22999954223633,1.0,2.5661637185013673,8.0,2.5637900829315186,8.0,34.06236448023194,8.0,33.89699935913086,8.0,328.5609436035156,1.0,26.880935668945312,1.0,8.01124382019043,1.0,125.15969907861925
8790,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,61.97999954223633,1.0,2.563994143082769,8.0,2.562000036239624,8.0,34.06238084511946,8.0,33.89699935913086,8.0,328.5582580566406,1.0,26.90912628173828,1.0,8.011031150817871,1.0,125.15969907861925
8794,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,67.89999389648438,1.0,2.5639601831516017,8.0,2.562299966812134,8.0,34.06240958651305,8.0,33.89699935913086,8.0,328.5147399902344,1.0,26.910938262939453,1.0,8.010004043579102,1.0,125.15969907861925
8799,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,74.08999633789062,1.0,2.56138140751853,8.0,2.560070037841797,8.0,34.06241629204204,8.0,33.89699935913086,8.0,328.5870666503906,1.0,26.838502883911133,1.0,8.010381698608398,1.0,125.15969907861925
8864,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,181.3300018310547,1.0,2.2944555912088545,8.0,2.299654960632324,8.0,34.14733059764739,8.0,33.98023986816406,8.0,287.97381591796875,1.0,29.39689064025879,1.0,7.964550495147705,1.0,125.15969907861925
8870,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,191.3000030517578,1.0,2.3019035230187335,8.0,2.308000087738037,8.0,34.188307907594,8.0,34.02091979980469,8.0,278.2989501953125,1.0,30.76958465576172,1.0,7.946293354034424,1.0,125.15969907861925
8876,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,201.6699981689453,1.0,2.29684274544894,8.0,2.3036999702453613,8.0,34.21100926529138,8.0,34.04342269897461,8.0,269.77294921875,1.0,30.990083694458008,1.0,7.938488960266113,1.0,125.15969907861925
8882,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,211.3000030517578,1.0,2.2861049696486555,8.0,2.293720006942749,8.0,34.23966690192225,8.0,34.071842193603516,8.0,262.52813720703125,1.0,31.63223648071289,1.0,7.927447319030762,1.0,125.15969907861925
8918,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,271.3599853515625,1.0,2.4318115029866245,8.0,2.444010019302368,8.0,34.33745698621558,8.0,34.168670654296875,8.0,238.03883361816406,1.0,33.110008239746094,1.0,7.8956708908081055,1.0,125.15969907861925
8966,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,351.4599914550781,1.0,2.369679322218682,8.0,2.3875200748443604,8.0,34.45847421674214,8.0,34.288639068603516,8.0,211.0111541748047,1.0,34.498355865478516,1.0,7.870059967041016,1.0,125.15969907861925
8972,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,361.2099914550781,1.0,2.356100969270697,8.0,2.3745949268341064,8.0,34.471147050902715,8.0,34.30118942260742,8.0,209.2593536376953,1.0,34.68594741821289,1.0,7.8657684326171875,1.0,125.15969907861925
9046,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,501.1099853515625,1.0,2.4383588858786513,8.0,2.4670000076293945,8.0,34.60017306645322,8.0,34.42900085449219,8.0,186.28114318847656,1.0,35.007667541503906,1.0,7.849095821380615,1.0,125.15969907861925
9202,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,801.1400146484375,1.0,2.3922782571516175,8.0,2.441999912261963,8.0,34.75370762708843,8.0,34.58100128173828,8.0,175.10540771484375,1.0,34.21281051635742,1.0,7.849658012390137,1.0,125.15969907861925
9228,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,851.2900390625,1.0,2.337769333025842,8.0,2.390744924545288,8.0,34.773242037847496,8.0,34.600364685058594,8.0,174.88290405273438,1.0,34.09730529785156,1.0,7.8510918617248535,1.0,125.15969907861925
9280,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,950.9600219726562,1.0,2.10884402211232,8.0,2.1671700477600098,8.0,34.80206425344345,8.0,34.62887954711914,8.0,176.00047302246094,1.0,34.06116485595703,1.0,7.845874786376953,1.0,125.15969907861925
9295,2019-05-06 03:49:58.000392704,1,-51.074,32.828,1,999.3099975585938,1.0,2.2088916470038615,1.0,2.2718000411987305,1.0,34.83541831255217,1.0,34.6619987487793,1.0,178.8900146484375,1.0,32.99678421020508,1.0,7.862563610076904,1.0,125.15969907861925
9873,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,7.25,1.0,3.009518931864616,8.0,3.003999948501587,8.0,34.0218151580609,8.0,33.86000061035156,8.0,326.87567138671875,1.0,26.42685890197754,1.0,8.012351036071777,1.0,135.17325231993186
9875,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,8.619999885559082,1.0,3.0094381737263243,8.0,3.003999948501587,8.0,34.021806087491164,8.0,33.86000061035156,8.0,326.83905029296875,1.0,26.4119815826416,1.0,8.012321472167969,1.0,135.17325231993186
9877,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,11.210000038146973,1.0,3.009285547021334,8.0,3.003999948501587,8.0,34.021773523729046,8.0,33.86000061035156,8.0,326.7187194824219,1.0,26.427837371826172,1.0,8.013192176818848,1.0,135.17325231993186
9879,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,13.380000114440918,1.0,3.0091576789285117,8.0,3.003999948501587,8.0,34.02173534297434,8.0,33.86000061035156,8.0,326.6831970214844,1.0,26.45652961730957,1.0,8.01288890838623,1.0,135.17325231993186
9891,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,31.479997634887695,1.0,3.008087341019072,8.0,3.003999948501587,8.0,34.02150683872718,8.0,33.86000061035156,8.0,326.500244140625,1.0,26.403217315673828,1.0,8.012306213378906,1.0,135.17325231993186
9896,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,38.2599983215332,1.0,3.0076041000132294,8.0,3.003919839859009,8.0,34.02151476105279,8.0,33.86000061035156,8.0,326.3809509277344,1.0,26.500490188598633,1.0,8.012471199035645,1.0,135.17325231993186
9908,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,58.099998474121094,1.0,3.006500042123915,1.0,3.003999948501587,1.0,34.02155825331685,1.0,33.86000061035156,1.0,325.26788330078125,1.0,26.468730926513672,1.0,8.01273250579834,1.0,135.17325231993186
9912,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,66.01000213623047,1.0,2.9716889584458426,8.0,2.969675064086914,8.0,34.02357093186874,8.0,33.86195373535156,8.0,323.9462890625,1.0,26.471532821655273,1.0,8.011700630187988,1.0,135.17325231993186
9926,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,86.8699951171875,1.0,2.6225728316908974,8.0,2.621915102005005,8.0,34.05085310336192,8.0,33.88892364501953,8.0,322.9224853515625,1.0,27.02528953552246,1.0,8.009147644042969,1.0,135.17325231993186
9941,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,111.41999816894531,1.0,2.456240054554082,8.0,2.4571800231933594,8.0,34.086726855863375,8.0,33.924278259277344,8.0,317.2362365722656,1.0,27.463703155517578,1.0,8.004215240478516,1.0,135.17325231993186
9977,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,171.04000854492188,1.0,2.1758617515178207,8.0,2.1811699867248535,8.0,34.25585233477938,8.0,34.091819763183594,8.0,257.16802978515625,1.0,32.205753326416016,1.0,7.922099590301514,1.0,135.17325231993186
9989,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,191.82000732421875,1.0,2.169274864901779,8.0,2.1762399673461914,8.0,34.32203640512764,8.0,34.1574592590332,8.0,242.32406616210938,1.0,33.162193298339844,1.0,7.903634548187256,1.0,135.17325231993186
10055,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,301.0,1.0,2.5213800286015466,8.0,2.5371999740600586,8.0,34.528516470630215,8.0,34.36199951171875,8.0,196.40676879882812,1.0,35.067138671875,1.0,7.865532875061035,1.0,135.17325231993186
10191,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,550.97998046875,1.0,2.4472272020889148,8.0,2.4804399013519287,8.0,34.74794115367214,8.0,34.57944107055664,8.0,175.87255859375,1.0,34.3194465637207,1.0,7.865182399749756,1.0,135.17325231993186
10347,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,851.0299682617188,1.0,2.1583090724094665,8.0,2.2105350494384766,8.0,34.84398354024982,8.0,34.67446517944336,8.0,180.64956665039062,1.0,32.96346664428711,1.0,7.87978458404541,1.0,135.17325231993186
10373,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,901.1300048828125,1.0,2.0785746623725716,8.0,2.133665084838867,8.0,34.8521741753101,8.0,34.68254470825195,8.0,182.38978576660156,1.0,33.0546989440918,1.0,7.876993179321289,1.0,135.17325231993186
10399,2019-05-16 04:09:29.000442112,1,-52.452,31.764,1,951.1599731445312,1.0,2.057480929857971,8.0,2.115999937057495,8.0,34.86977219249525,8.0,34.70000076293945,8.0,185.05140686035156,1.0,32.34914016723633,1.0,7.889418601989746,1.0,135.17325231993186
10430,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,4.9599995613098145,1.0,3.322064718803486,8.0,3.315999984741211,8.0,33.989040522634724,8.0,33.82777404785156,8.0,325.33905029296875,1.0,25.749038696289062,1.0,8.021163940429688,1.0,140.06344907583704
10437,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,16.420000076293945,1.0,3.320393784908272,8.0,3.315035104751587,8.0,33.989052559536,8.0,33.827999114990234,8.0,325.2209777832031,1.0,25.782472610473633,1.0,8.016890525817871,1.0,140.06344907583704
10441,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,21.959999084472656,1.0,3.3210808667274683,8.0,3.3160600662231445,8.0,33.98864661754102,8.0,33.827735900878906,8.0,325.14239501953125,1.0,25.729726791381836,1.0,8.017332077026367,1.0,140.06344907583704
10445,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,27.530000686645508,1.0,3.308783030904972,8.0,3.3041200637817383,8.0,33.98983584030434,8.0,33.82899856567383,8.0,325.06201171875,1.0,25.81283187866211,1.0,8.016532897949219,1.0,140.06344907583704
10457,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,44.75,1.0,3.2306725329256873,8.0,3.227139949798584,8.0,33.996250915193414,8.0,33.83538818359375,8.0,324.0392150878906,1.0,25.91489601135254,1.0,8.017820358276367,1.0,140.06344907583704
10461,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,50.630001068115234,1.0,3.1351029152100587,8.0,3.1320199966430664,8.0,34.005927081696115,8.0,33.845001220703125,8.0,323.916748046875,1.0,26.06951904296875,1.0,8.01538372039795,1.0,140.06344907583704
10469,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,63.380001068115234,1.0,3.060600806097072,8.0,3.0583300590515137,8.0,34.01087882094526,8.0,33.849891662597656,8.0,322.7343444824219,1.0,26.236783981323242,1.0,8.012589454650879,1.0,140.06344907583704
10474,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,70.79000091552734,1.0,3.0497873430661415,8.0,3.0480000972747803,8.0,34.015182850945834,8.0,33.854148864746094,8.0,321.3878173828125,1.0,26.363351821899414,1.0,8.01026725769043,1.0,140.06344907583704
10478,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,78.16999816894531,1.0,3.0388384448694477,8.0,3.037559986114502,8.0,34.022639558646276,8.0,33.86151885986328,8.0,319.8680114746094,1.0,26.470748901367188,1.0,8.009051322937012,1.0,140.06344907583704
10488,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,92.77999877929688,1.0,2.8504029931923123,8.0,2.8499701023101807,8.0,34.02615192434903,8.0,33.8648567199707,8.0,322.0732116699219,1.0,26.897432327270508,1.0,8.006401062011719,1.0,140.06344907583704
10493,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,101.16999816894531,1.0,2.756518178341553,8.0,2.756659984588623,8.0,34.04050464211621,8.0,33.8790397644043,8.0,321.007568359375,1.0,26.88580322265625,1.0,8.008537292480469,1.0,140.06344907583704
10499,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,111.79000091552734,1.0,2.6470276458999518,8.0,2.6477999687194824,8.0,34.048962488067275,8.0,33.88730239868164,8.0,319.3236389160156,1.0,27.157073974609375,1.0,8.005322456359863,1.0,140.06344907583704
10505,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,121.22999572753906,1.0,2.596571035993267,8.0,2.5980000495910645,8.0,34.066464594405666,8.0,33.90459060668945,8.0,313.5203552246094,1.0,27.44141960144043,1.0,8.001201629638672,1.0,140.06344907583704
10511,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,132.04000854492188,1.0,2.61578035885211,8.0,2.618000030517578,8.0,34.08489056810543,8.0,33.92277526855469,8.0,306.80535888671875,1.0,28.218358993530273,1.0,7.9908599853515625,1.0,140.06344907583704
10517,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,142.0500030517578,1.0,2.6105086904394894,8.0,2.6134400367736816,8.0,34.10122493961812,8.0,33.938899993896484,8.0,295.79425048828125,1.0,28.483379364013672,1.0,7.982244968414307,1.0,140.06344907583704
10523,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,151.8800048828125,1.0,2.645886536154659,8.0,2.6498799324035645,8.0,34.15580135232608,8.0,33.99308395385742,8.0,285.8659362792969,1.0,29.754871368408203,1.0,7.96204948425293,1.0,140.06344907583704
10535,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,171.0600128173828,1.0,2.503726345245768,8.0,2.5088798999786377,8.0,34.180928549487426,8.0,34.017852783203125,8.0,278.81219482421875,1.0,30.482376098632812,1.0,7.9455246925354,1.0,140.06344907583704
10541,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,181.7100067138672,1.0,2.463005139268724,8.0,2.468940019607544,8.0,34.207807097506745,8.0,34.044490814208984,8.0,271.2056884765625,1.0,30.852819442749023,1.0,7.941736221313477,1.0,140.06344907583704
10547,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,191.62001037597656,1.0,2.3518772546587132,8.0,2.3584001064300537,8.0,34.230215828640205,8.0,34.06669616699219,8.0,264.8803405761719,1.0,31.573415756225586,1.0,7.932285308837891,1.0,140.06344907583704
10553,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,201.5600128173828,1.0,2.41418110587232,8.0,2.4216549396514893,8.0,34.264986561977615,8.0,34.10121154785156,8.0,254.35057067871094,1.0,32.01726150512695,1.0,7.920517921447754,1.0,140.06344907583704
10559,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,211.5,1.0,2.500065913004078,8.0,2.508504867553711,8.0,34.29402919538658,8.0,34.13002014160156,8.0,248.00135803222656,1.0,32.44805145263672,1.0,7.9119720458984375,1.0,140.06344907583704
10565,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,221.3300018310547,1.0,2.497886536561714,8.0,2.506999969482422,8.0,34.306002192730155,8.0,34.14183807373047,8.0,244.50148010253906,1.0,32.74818801879883,1.0,7.906630992889404,1.0,140.06344907583704
10577,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,242.0800018310547,1.0,2.5068885874074,8.0,2.5175650119781494,8.0,34.34390364280328,8.0,34.179359436035156,8.0,234.7585906982422,1.0,33.12892150878906,1.0,7.899642467498779,1.0,140.06344907583704
10589,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,262.05999755859375,1.0,2.5625834136480234,8.0,2.574924945831299,8.0,34.38483832759007,8.0,34.21992492675781,8.0,224.437255859375,1.0,33.709144592285156,1.0,7.889177322387695,1.0,140.06344907583704
10601,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,281.5799865722656,1.0,2.582634263923722,8.0,2.596450090408325,8.0,34.413183071457645,8.0,34.24800109863281,8.0,219.5940704345703,1.0,34.00053024291992,1.0,7.8825602531433105,1.0,140.06344907583704
10619,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,311.41998291015625,1.0,2.615454587144045,8.0,2.6314899921417236,8.0,34.448083258079315,8.0,34.282535552978516,8.0,213.20770263671875,1.0,34.214786529541016,1.0,7.881705284118652,1.0,140.06344907583704
10631,2019-05-21 01:31:22.000152320,1,-51.856,33.445,1,332.239990234375,1.0,2.4896422278738464,8.0,2.506624937057495,8.0,34.45167047979254,8.0,34.2859992980957,8.0,212.3333740234375,1.0,34.49284362792969,1.0,7.875140190124512,1.0,140.06344907583704
