,Julian Day,Julian Day QC,Latitude,Longitude,Position QC,Pressure,Pressure QC,Temperature Adjusted,Temperature Adjusted QC,Temperature,Temperature QC,Salinity Adjusted,Salinity Adjusted QC,Salinity,Salinity QC,Oxygen,Oxygen QC,Nitrate,Nitrate QC,pH,pH QC,Yearday
202693,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1248.5,1.0,3.0856673339876375,1.0,3.175299882888794,1.0,34.75026195767991,1.0,34.60300064086914,1.0,166.3197479248047,1.0,33.54366683959961,1.0,7.8416619300842285,1.0,990.8516898400859
202694,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1299.4000244140625,1.0,3.002378486383474,1.0,3.095400094985962,1.0,34.75957130556003,1.0,34.61199951171875,1.0,167.62741088867188,1.0,33.31549072265625,1.0,7.841729640960693,1.0,990.8516898400859
202695,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1349.60009765625,1.0,2.912193677707754,1.0,3.008500099182129,1.0,34.77387159682504,1.0,34.625999450683594,1.0,169.3000946044922,1.0,32.973045349121094,1.0,7.8440093994140625,1.0,990.8516898400859
202696,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1398.9000244140625,1.0,2.835006054990641,1.0,2.934799909591675,1.0,34.80222300353856,1.0,34.65399932861328,1.0,171.24530029296875,1.0,32.66743087768555,1.0,7.850755214691162,1.0,990.8516898400859
202697,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1448.800048828125,1.0,2.8035864667048496,1.0,2.9072999954223633,1.0,34.81649205013622,1.0,34.667999267578125,1.0,173.31607055664062,1.0,32.20906066894531,1.0,7.8549909591674805,1.0,990.8516898400859
202698,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1499.0,1.0,2.753436489346495,1.0,2.8610000610351562,1.0,34.841807917305445,1.0,34.69300079345703,1.0,175.81642150878906,1.0,31.6331787109375,1.0,7.860861301422119,1.0,990.8516898400859
202699,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1549.5,1.0,2.7202704535803246,1.0,2.8317999839782715,1.0,34.85500539245721,1.0,34.70600128173828,1.0,177.26776123046875,1.0,31.383663177490234,1.0,7.864987850189209,1.0,990.8516898400859
202700,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1599.60009765625,1.0,2.6921865993909195,1.0,2.8076999187469482,1.0,34.86515183908976,1.0,34.715999603271484,1.0,179.5780029296875,1.0,31.02509117126465,1.0,7.86720085144043,1.0,990.8516898400859
202701,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1649.4000244140625,1.0,2.6532566879441237,1.0,2.772599935531616,1.0,34.87530157860458,1.0,34.72600173950195,1.0,182.97833251953125,1.0,30.54796600341797,1.0,7.8720784187316895,1.0,990.8516898400859
202702,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1699.4000244140625,1.0,2.6308842702294397,1.0,2.7544000148773193,1.0,34.892481842696874,1.0,34.74300003051758,1.0,185.7698516845703,1.0,30.09244728088379,1.0,7.87785530090332,1.0,990.8516898400859
202703,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1749.800048828125,1.0,2.5961980254601067,1.0,2.7237000465393066,1.0,34.903637211087556,1.0,34.75400161743164,1.0,188.43600463867188,1.0,29.49906349182129,1.0,7.882559776306152,1.0,990.8516898400859
202704,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1799.4000244140625,1.0,2.5596706827448705,1.0,2.6910998821258545,1.0,34.91674242044352,1.0,34.766998291015625,1.0,191.58380126953125,1.0,29.057008743286133,1.0,7.888026237487793,1.0,990.8516898400859
202705,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1849.10009765625,1.0,2.5341098721501862,1.0,2.669600009918213,1.0,34.92479013436353,1.0,34.775001525878906,1.0,193.58837890625,1.0,28.805294036865234,1.0,7.891701698303223,1.0,990.8516898400859
202706,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1898.60009765625,1.0,2.499092965986988,1.0,2.6384999752044678,1.0,34.932833994931,1.0,34.78300094604492,1.0,195.30709838867188,1.0,28.538253784179688,1.0,7.894305229187012,1.0,990.8516898400859
202707,2021-09-17 20:26:26.002183424,1,-37.987,40.047,1,1949.800048828125,1.0,2.473579612318122,1.0,2.6171998977661133,1.0,34.938869450929865,1.0,34.78900146484375,1.0,196.96873474121094,1.0,28.2292537689209,1.0,7.896282196044922,1.0,990.8516898400859
202713,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,5.900000095367432,1.0,12.6223610255306,1.0,12.628000259399414,1.0,34.890142442252206,1.0,34.744998931884766,1.0,272.9469909667969,1.0,4.359020233154297,1.0,8.072245597839355,1.0,1000.9090046565096
202714,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,7.800000190734863,1.0,12.56211443379734,1.0,12.567999839782715,1.0,34.889136265261534,1.0,34.74399948120117,1.0,273.6603698730469,1.0,4.342907905578613,1.0,8.074240684509277,1.0,1000.9090046565096
202715,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,9.799999237060547,1.0,12.457825933951948,1.0,12.46399974822998,1.0,34.889134153075084,1.0,34.74399948120117,1.0,274.0111083984375,1.0,4.308987617492676,1.0,8.075400352478027,1.0,1000.9090046565096
202718,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,15.799999237060547,1.0,12.442007665204331,1.0,12.449000358581543,1.0,34.89011363913074,1.0,34.744998931884766,1.0,273.30157470703125,1.0,4.353419780731201,1.0,8.074470520019531,1.0,1000.9090046565096
202720,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,19.899999618530273,1.0,12.443421317071842,1.0,12.451000213623047,1.0,34.892108510116216,1.0,34.74700164794922,1.0,272.6968078613281,1.0,4.48259973526001,1.0,8.0729398727417,1.0,1000.9090046565096
202723,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,25.899999618530273,1.0,12.419689941001849,1.0,12.428000450134277,1.0,34.88907815919961,1.0,34.74399948120117,1.0,272.18145751953125,1.0,4.326866626739502,1.0,8.072554588317871,1.0,1000.9090046565096
202725,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,29.899999618530273,1.0,12.397224029099702,1.0,12.406000137329102,1.0,34.886056441055736,1.0,34.74100112915039,1.0,271.4023742675781,1.0,4.526371955871582,1.0,8.070975303649902,1.0,1000.9090046565096
202728,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,35.900001525878906,1.0,12.316667496502925,1.0,12.326000213623047,1.0,34.87500427086359,1.0,34.72999954223633,1.0,270.6642150878906,1.0,4.604464530944824,1.0,8.069268226623535,1.0,1000.9090046565096
202730,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,39.900001525878906,1.0,12.265291499801547,1.0,12.274999618530273,1.0,34.86797232860579,1.0,34.722999572753906,1.0,269.9236145019531,1.0,4.773150444030762,1.0,8.06760311126709,1.0,1000.9090046565096
202733,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,45.900001525878906,1.0,12.181680008555974,1.0,12.192000389099121,1.0,34.859938966935665,1.0,34.71500015258789,1.0,268.2846374511719,1.0,5.031113624572754,1.0,8.065827369689941,1.0,1000.9090046565096
202735,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,49.900001525878906,1.0,12.021234702929519,1.0,12.031999588012695,1.0,34.85692903190136,1.0,34.71200180053711,1.0,267.1204528808594,1.0,5.261855125427246,1.0,8.0610990524292,1.0,1000.9090046565096
202738,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,55.900001525878906,1.0,12.042366435116431,1.0,12.055000305175781,1.0,34.90817804283129,1.0,34.76300048828125,1.0,265.9610290527344,1.0,5.279170036315918,1.0,8.059078216552734,1.0,1000.9090046565096
202741,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,61.900001525878906,1.0,12.061409112260355,1.0,12.074999809265137,1.0,34.91622490603282,1.0,34.770999908447266,1.0,265.5293884277344,1.0,5.276762008666992,1.0,8.058964729309082,1.0,1000.9090046565096
202743,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,65.9000015258789,1.0,12.087644995712301,1.0,12.10200023651123,1.0,34.9272848875782,1.0,34.78200149536133,1.0,264.8912048339844,1.0,5.247467041015625,1.0,8.059791564941406,1.0,1000.9090046565096
202745,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,69.9000015258789,1.0,12.188336615910675,1.0,12.204000473022461,1.0,34.96245644163632,1.0,34.81700134277344,1.0,263.5278625488281,1.0,5.19726037979126,1.0,8.057990074157715,1.0,1000.9090046565096
202748,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,75.9000015258789,1.0,12.371081715410817,1.0,12.388999938964844,1.0,35.02676749971166,1.0,34.88100051879883,1.0,261.3772277832031,1.0,5.04119348526001,1.0,8.05953598022461,1.0,1000.9090046565096
202751,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,81.9000015258789,1.0,12.405895547780101,1.0,12.425000190734863,1.0,35.04384916002209,1.0,34.89799880981445,1.0,260.1022033691406,1.0,4.9519572257995605,1.0,8.058701515197754,1.0,1000.9090046565096
202753,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,85.9000015258789,1.0,12.374292310872786,1.0,12.394000053405762,1.0,35.04787166950947,1.0,34.902000427246094,1.0,259.4659729003906,1.0,5.1683349609375,1.0,8.058588981628418,1.0,1000.9090046565096
202755,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,89.9000015258789,1.0,12.333914230982728,1.0,12.354000091552734,1.0,35.04184481325715,1.0,34.895999908447266,1.0,258.88861083984375,1.0,5.241516590118408,1.0,8.057710647583008,1.0,1000.9090046565096
202758,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,95.9000015258789,1.0,12.332030574988579,1.0,12.352999687194824,1.0,35.045868321493224,1.0,34.900001525878906,1.0,258.05963134765625,1.0,5.166834354400635,1.0,8.058327674865723,1.0,1000.9090046565096
202760,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,99.9000015258789,1.0,12.335323043493842,1.0,12.357000350952148,1.0,35.05390751278015,1.0,34.90800094604492,1.0,256.36865234375,1.0,5.4752044677734375,1.0,8.055501937866211,1.0,1000.9090046565096
202766,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,111.9000015258789,1.0,12.381210059144768,1.0,12.404999732971191,1.0,35.076017471961684,1.0,34.93000030517578,1.0,253.03512573242188,1.0,6.078573226928711,1.0,8.054166793823242,1.0,1000.9090046565096
202771,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,121.9000015258789,1.0,11.414783353736865,1.0,11.4350004196167,1.0,34.88010255132275,1.0,34.73500061035156,1.0,253.7025909423828,1.0,8.774216651916504,1.0,8.035111427307129,1.0,1000.9090046565096
202776,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,131.89999389648438,1.0,10.687623173917478,1.0,10.706000328063965,1.0,34.75351380226876,1.0,34.60900115966797,1.0,252.3492889404297,1.0,11.283955574035645,1.0,8.018098831176758,1.0,1000.9090046565096
202781,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,141.89999389648438,1.0,9.899100802787142,1.0,9.916000366210938,1.0,34.64601201195434,1.0,34.50199890136719,1.0,251.197509765625,1.0,13.319741249084473,1.0,7.999406814575195,1.0,1000.9090046565096
202786,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,151.89999389648438,1.0,9.678704639609142,1.0,9.696999549865723,1.0,34.67013313177934,1.0,34.5260009765625,1.0,243.767578125,1.0,14.421090126037598,1.0,7.9841461181640625,1.0,1000.9090046565096
202791,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,161.89999389648438,1.0,9.59701146058105,1.0,9.616999626159668,1.0,34.705302769200784,1.0,34.56100082397461,1.0,239.3515625,1.0,14.907161712646484,1.0,7.977315902709961,1.0,1000.9090046565096
202795,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,169.89999389648438,1.0,9.808663362120516,1.0,9.831000328063965,1.0,34.77061198762433,1.0,34.625999450683594,1.0,235.371337890625,1.0,14.878595352172852,1.0,7.976473331451416,1.0,1000.9090046565096
202801,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,181.89999389648438,1.0,9.820817462166922,1.0,9.845000267028809,1.0,34.79473392905873,1.0,34.650001525878906,1.0,232.77325439453125,1.0,15.080513000488281,1.0,7.973422050476074,1.0,1000.9090046565096
202806,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,191.89999389648438,1.0,9.613351910731947,1.0,9.637999534606934,1.0,34.772633186560384,1.0,34.62799835205078,1.0,233.34765625,1.0,15.643903732299805,1.0,7.969938278198242,1.0,1000.9090046565096
202811,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,201.89999389648438,1.0,9.312316923460683,1.0,9.336999893188477,1.0,34.735466025324165,1.0,34.590999603271484,1.0,234.85745239257812,1.0,16.22620391845703,1.0,7.965283393859863,1.0,1000.9090046565096
202816,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,211.89999389648438,1.0,9.18260749739206,1.0,9.208000183105469,1.0,34.7234112930207,1.0,34.57899856567383,1.0,232.93121337890625,1.0,16.41178321838379,1.0,7.962321758270264,1.0,1000.9090046565096
202821,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,221.89999389648438,1.0,9.283456565035241,1.0,9.310999870300293,1.0,34.772645513299345,1.0,34.62799835205078,1.0,228.2966766357422,1.0,16.654617309570312,1.0,7.9614577293396,1.0,1000.9090046565096
202826,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,231.89999389648438,1.0,9.135890657592482,1.0,9.163999557495117,1.0,34.755569887588635,1.0,34.611000061035156,1.0,228.23065185546875,1.0,17.156810760498047,1.0,7.958243370056152,1.0,1000.9090046565096
202831,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,241.89999389648438,1.0,8.887803246181015,1.0,8.916000366210938,1.0,34.722416005518056,1.0,34.577999114990234,1.0,230.09547424316406,1.0,17.69256591796875,1.0,7.955002307891846,1.0,1000.9090046565096
202835,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,249.89999389648438,1.0,8.630970285366066,1.0,8.659000396728516,1.0,34.68926152606074,1.0,34.54499816894531,1.0,231.4732666015625,1.0,18.118452072143555,1.0,7.952625274658203,1.0,1000.9090046565096
202841,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,261.8999938964844,1.0,8.451245186167846,1.0,8.479999542236328,1.0,34.67620752938283,1.0,34.53200149536133,1.0,229.8614959716797,1.0,18.68191146850586,1.0,7.9486775398254395,1.0,1000.9090046565096
202846,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,271.8999938964844,1.0,8.384314689810836,1.0,8.413999557495117,1.0,34.67621101879966,1.0,34.53200149536133,1.0,228.5599365234375,1.0,18.908384323120117,1.0,7.946634769439697,1.0,1000.9090046565096
202850,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,279.8999938964844,1.0,8.372472900766107,1.0,8.402999877929688,1.0,34.67721798290728,1.0,34.53300094604492,1.0,228.06185913085938,1.0,19.11829948425293,1.0,7.946154594421387,1.0,1000.9090046565096
202856,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,291.8999938964844,1.0,8.305377295064062,1.0,8.336999893188477,1.0,34.67520999221771,1.0,34.53099822998047,1.0,226.16082763671875,1.0,19.435636520385742,1.0,7.943345546722412,1.0,1000.9090046565096
202861,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,301.8999938964844,1.0,8.151963422411724,1.0,8.184000015258789,1.0,34.65713070575568,1.0,34.51300048828125,1.0,225.9999542236328,1.0,19.909378051757812,1.0,7.939908981323242,1.0,1000.9090046565096
202866,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,311.8999938964844,1.0,7.909840205955674,1.0,7.941999912261963,1.0,34.635032624140024,1.0,34.49100112915039,1.0,224.79412841796875,1.0,20.61997413635254,1.0,7.933993339538574,1.0,1000.9090046565096
202871,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,321.8999938964844,1.0,7.866927663612135,1.0,7.900000095367432,1.0,34.63403388327022,1.0,34.4900016784668,1.0,223.48770141601562,1.0,20.657848358154297,1.0,7.932005405426025,1.0,1000.9090046565096
202876,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,331.8999938964844,1.0,7.779228651936,1.0,7.813000202178955,1.0,34.62700626978662,1.0,34.483001708984375,1.0,222.7413787841797,1.0,21.188873291015625,1.0,7.9286208152771,1.0,1000.9090046565096
202881,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,341.8999938964844,1.0,7.7233627513259915,1.0,7.757999897003174,1.0,34.62600369461826,1.0,34.481998443603516,1.0,221.765625,1.0,21.435434341430664,1.0,7.926758289337158,1.0,1000.9090046565096
202886,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,351.8999938964844,1.0,7.682353421500998,1.0,7.7179999351501465,1.0,34.632037999624984,1.0,34.487998962402344,1.0,218.65640258789062,1.0,21.599384307861328,1.0,7.923988342285156,1.0,1000.9090046565096
202891,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,361.8999938964844,1.0,7.836184503687795,1.0,7.874000072479248,1.0,34.67726050292193,1.0,34.53300094604492,1.0,212.39468383789062,1.0,21.735063552856445,1.0,7.9245285987854,1.0,1000.9090046565096
202901,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,381.8999938964844,1.0,7.281489829700152,1.0,7.318999767303467,1.0,34.63005380851988,1.0,34.486000061035156,1.0,210.24330139160156,1.0,23.484844207763672,1.0,7.910325527191162,1.0,1000.9090046565096
202911,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,401.8999938964844,1.0,6.858672154471304,1.0,6.895999908447266,1.0,34.57280148941596,1.0,34.42900085449219,1.0,215.11184692382812,1.0,24.299243927001953,1.0,7.907633304595947,1.0,1000.9090046565096
202936,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,451.8999938964844,1.0,6.325210809207231,1.0,6.364999771118164,1.0,34.53668645045366,1.0,34.393001556396484,1.0,213.85601806640625,1.0,25.73749542236328,1.0,7.898958683013916,1.0,1000.9090046565096
202960,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,499.8999938964844,1.0,5.80226493176253,1.0,5.843999862670898,1.0,34.49956169136769,1.0,34.35599899291992,1.0,216.05624389648438,1.0,26.904788970947266,1.0,7.895318984985352,1.0,1000.9090046565096
202985,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,549.9000244140625,1.0,5.509258332124621,1.0,5.553999900817871,1.0,34.4805381629681,1.0,34.33700180053711,1.0,217.2274627685547,1.0,27.429203033447266,1.0,7.8933515548706055,1.0,1000.9090046565096
203010,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,599.9000244140625,1.0,5.171366854248163,1.0,5.218999862670898,1.0,34.48361519965966,1.0,34.34000015258789,1.0,213.0873565673828,1.0,28.439537048339844,1.0,7.888154983520508,1.0,1000.9090046565096
203036,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,651.9000244140625,1.0,4.836479203627667,1.0,4.88700008392334,1.0,34.49074105276455,1.0,34.34700012207031,1.0,208.2438507080078,1.0,29.686260223388672,1.0,7.881583213806152,1.0,1000.9090046565096
203061,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,701.9000244140625,1.0,4.626335796188506,1.0,4.679999828338623,1.0,34.49485409412219,1.0,34.35100173950195,1.0,204.8695526123047,1.0,30.32390785217285,1.0,7.8764777183532715,1.0,1000.9090046565096
203086,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,751.9000244140625,1.0,4.460869621797117,1.0,4.51800012588501,1.0,34.5140750061629,1.0,34.369998931884766,1.0,198.32847595214844,1.0,31.03314971923828,1.0,7.868475437164307,1.0,1000.9090046565096
203110,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,799.9000244140625,1.0,4.227123223644712,1.0,4.2870001792907715,1.0,34.53229484528549,1.0,34.38800048828125,1.0,192.93023681640625,1.0,31.64753532409668,1.0,7.8593525886535645,1.0,1000.9090046565096
203136,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,851.9000244140625,1.0,4.108328508345182,1.0,4.171999931335449,1.0,34.55658500049871,1.0,34.4119987487793,1.0,185.9620819091797,1.0,32.38967514038086,1.0,7.852413177490234,1.0,1000.9090046565096
203161,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,901.9000244140625,1.0,4.005625290781881,1.0,4.072999954223633,1.0,34.58188261059201,1.0,34.4370002746582,1.0,180.2799530029297,1.0,32.64609146118164,1.0,7.8466572761535645,1.0,1000.9090046565096
203186,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,951.9000244140625,1.0,3.697761395356636,1.0,3.7669999599456787,1.0,34.59111325163499,1.0,34.44599914550781,1.0,178.55398559570312,1.0,33.374603271484375,1.0,7.841086387634277,1.0,1000.9090046565096
203201,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,999.0,1.0,3.6164791194908417,1.0,3.689199924468994,1.0,34.61741800986186,1.0,34.47200012207031,1.0,173.1707000732422,1.0,33.62409210205078,1.0,7.840559005737305,1.0,1000.9090046565096
203202,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1049.5,1.0,3.4679870763791594,1.0,3.5436999797821045,1.0,34.62971879560359,1.0,34.48400115966797,1.0,170.09580993652344,1.0,33.815277099609375,1.0,7.836709022521973,1.0,1000.9090046565096
203203,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1099.300048828125,1.0,3.4818178311958863,1.0,3.562299966812134,1.0,34.68020990143267,1.0,34.534000396728516,1.0,165.37338256835938,1.0,33.75367736816406,1.0,7.834482192993164,1.0,1000.9090046565096
203204,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1148.7000732421875,1.0,3.3505317758228053,1.0,3.4340999126434326,1.0,34.70254942295154,1.0,34.555999755859375,1.0,164.36451721191406,1.0,33.6335563659668,1.0,7.8352460861206055,1.0,1000.9090046565096
203205,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1199.2000732421875,1.0,3.2003336928652595,1.0,3.286900043487549,1.0,34.73192284280461,1.0,34.584999084472656,1.0,164.58876037597656,1.0,33.669368743896484,1.0,7.837478160858154,1.0,1000.9090046565096
203206,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1248.9000244140625,1.0,3.1132127791437507,1.0,3.2030999660491943,1.0,34.74423483705555,1.0,34.59700012207031,1.0,165.87908935546875,1.0,33.45154571533203,1.0,7.8388519287109375,1.0,1000.9090046565096
203207,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1298.2000732421875,1.0,2.9921661872609637,1.0,3.0850000381469727,1.0,34.761574588126486,1.0,34.61399841308594,1.0,167.82601928710938,1.0,33.22127151489258,1.0,7.842037200927734,1.0,1000.9090046565096
203208,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1348.9000244140625,1.0,2.869062643883003,1.0,2.964900016784668,1.0,34.780904078875835,1.0,34.632999420166016,1.0,169.74989318847656,1.0,32.99313735961914,1.0,7.846324443817139,1.0,1000.9090046565096
203209,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1399.2000732421875,1.0,2.8336195456483657,1.0,2.9333999156951904,1.0,34.800218359037984,1.0,34.652000427246094,1.0,171.5779571533203,1.0,32.47536087036133,1.0,7.850341796875,1.0,1000.9090046565096
203210,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1449.0,1.0,2.7904629359006305,1.0,2.8940999507904053,1.0,34.82252527004997,1.0,34.67399978637695,1.0,173.79986572265625,1.0,32.120853424072266,1.0,7.8556647300720215,1.0,1000.9090046565096
203211,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1499.4000244140625,1.0,2.75181226183911,1.0,2.8594000339508057,1.0,34.84281689503432,1.0,34.694000244140625,1.0,175.70631408691406,1.0,31.645164489746094,1.0,7.861917495727539,1.0,1000.9090046565096
203212,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1549.300048828125,1.0,2.7226562516513857,1.0,2.834199905395508,1.0,34.85500837267337,1.0,34.70600128173828,1.0,177.55104064941406,1.0,31.325695037841797,1.0,7.864629745483398,1.0,1000.9090046565096
203213,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1598.800048828125,1.0,2.671662109812343,1.0,2.786900043487549,1.0,34.87118343649534,1.0,34.72200012207031,1.0,181.7132110595703,1.0,30.719144821166992,1.0,7.870951175689697,1.0,1000.9090046565096
203214,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1648.9000244140625,1.0,2.6402663488503166,1.0,2.759500026702881,1.0,34.885351204023664,1.0,34.736000061035156,1.0,183.8748016357422,1.0,30.535232543945312,1.0,7.875149726867676,1.0,1000.9090046565096
203215,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1699.4000244140625,1.0,2.6204210636753915,1.0,2.743799924850464,1.0,34.89349024414524,1.0,34.74399948120117,1.0,185.59884643554688,1.0,30.086429595947266,1.0,7.877876281738281,1.0,1000.9090046565096
203216,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1749.5,1.0,2.5983046991254226,1.0,2.725800037384033,1.0,34.902632830125945,1.0,34.75299835205078,1.0,188.66981506347656,1.0,29.74160385131836,1.0,7.881205081939697,1.0,1000.9090046565096
203217,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1799.5,1.0,2.565759573238181,1.0,2.6972999572753906,1.0,34.917755139152504,1.0,34.768001556396484,1.0,191.7384490966797,1.0,29.288705825805664,1.0,7.887469291687012,1.0,1000.9090046565096
203218,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1849.4000244140625,1.0,2.5300120321143567,1.0,2.6654999256134033,1.0,34.927807854163675,1.0,34.77799987792969,1.0,193.9161834716797,1.0,28.75670051574707,1.0,7.890955448150635,1.0,1000.9090046565096
203219,2021-09-27 21:48:58.002322432,1,-37.917,39.929,1,1898.7000732421875,1.0,2.4854641105721496,1.0,2.6247000694274902,1.0,34.93585190136706,1.0,34.7859992980957,1.0,196.02218627929688,1.0,28.49892234802246,1.0,7.895235538482666,1.0,1000.9090046565096
203227,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,7.909999847412109,1.0,12.95610407427132,1.0,12.963000297546387,1.0,34.93837125433903,1.0,34.792999267578125,1.0,273.5445861816406,1.0,2.9790704250335693,1.0,8.086169242858887,1.0,1010.8817361373362
203229,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,11.90999984741211,1.0,12.965561156051969,1.0,12.972999572753906,1.0,34.93835943633493,1.0,34.792999267578125,1.0,273.5835876464844,1.0,2.973662853240967,1.0,8.086718559265137,1.0,1010.8817361373362
203231,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,15.90999984741211,1.0,12.96999520472308,1.0,12.977999687194824,1.0,34.939343937250165,1.0,34.79399871826172,1.0,273.40643310546875,1.0,2.814358949661255,1.0,8.086374282836914,1.0,1010.8817361373362
203234,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,21.90999984741211,1.0,12.951906838894633,1.0,12.961000442504883,1.0,34.95137942915119,1.0,34.805999755859375,1.0,272.4170227050781,1.0,2.9796032905578613,1.0,8.085296630859375,1.0,1010.8817361373362
203236,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,25.90999984741211,1.0,12.923201794493801,1.0,12.932999610900879,1.0,34.95840806746803,1.0,34.8129997253418,1.0,271.93450927734375,1.0,3.1053905487060547,1.0,8.083819389343262,1.0,1010.8817361373362
203239,2021-10-07 21:09:42.002265856,1,-38.476,40.383,1,31.90999984741211,1.0,12.879340120977407,1.0,12.890000343322754,1.0,34.96041247782009,1.0,34.814998626708984,1.0,270.6420593261719,1.0,3.109267234802246,1.0,8.082259178161621,1.0,1010.8817361373362
